,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16,5736.0,3.0,0.0,9.0,10.0,0.0,4.0,1.0,1.0,0.68,0.6364,0.61,0.1343,46.0,92.0,138.0,138.0
17,4293.0,3.0,0.0,7.0,18.0,0.0,6.0,0.0,1.0,0.82,0.7121,0.3,0.2836,193.0,190.0,383.0,383.0
18,3013.0,2.0,0.0,5.0,10.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.37,0.0896,27.0,100.0,127.0,127.0
19,253.0,1.0,0.0,1.0,21.0,0.0,2.0,1.0,3.0,0.16,0.197,0.86,0.0896,0.0,20.0,20.0,20.0
20,6715.0,4.0,0.0,10.0,8.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.88,0.3881,27.0,377.0,404.0,404.0
21,1112.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.14,0.4179,10.0,21.0,31.0,31.0
22,16666.0,4.0,1.0,12.0,4.0,0.0,0.0,0.0,2.0,0.26,0.303,0.93,0.0,1.0,6.0,7.0,7.0
23,15732.0,4.0,1.0,10.0,16.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.33,0.1642,80.0,444.0,524.0,524.0
24,3151.0,2.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.5,0.4848,1.0,0.1343,1.0,5.0,6.0,6.0
25,15138.0,4.0,1.0,9.0,22.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2985,2.0,45.0,47.0,47.0
26,11886.0,2.0,1.0,5.0,10.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.78,0.1045,27.0,144.0,171.0,171.0
27,5858.0,3.0,0.0,9.0,13.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.88,0.2985,5.0,24.0,29.0,29.0
28,10772.0,2.0,1.0,3.0,22.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.44,0.2836,17.0,135.0,152.0,152.0
29,11962.0,2.0,1.0,5.0,14.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.34,0.1343,108.0,242.0,350.0,350.0
30,16610.0,4.0,1.0,11.0,20.0,0.0,4.0,1.0,1.0,0.3,0.303,0.52,0.1642,11.0,241.0,252.0,252.0
31,8802.0,1.0,1.0,1.0,13.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.44,0.194,149.0,296.0,445.0,445.0
32,14786.0,3.0,1.0,9.0,6.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.82,0.0,9.0,186.0,195.0,195.0
33,15284.0,4.0,1.0,10.0,0.0,0.0,4.0,1.0,3.0,0.64,0.5758,0.89,0.0,11.0,65.0,76.0,76.0
34,4404.0,3.0,0.0,7.0,9.0,0.0,4.0,1.0,1.0,0.74,0.697,0.7,0.1642,25.0,154.0,179.0,179.0
35,8771.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,2.0,0.22,0.2424,0.73,0.1045,1.0,69.0,70.0,70.0
36,11035.0,2.0,1.0,4.0,22.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.41,0.4925,6.0,102.0,108.0,108.0
37,450.0,1.0,0.0,1.0,18.0,0.0,4.0,1.0,2.0,0.26,0.2576,0.56,0.194,1.0,184.0,185.0,185.0
38,12975.0,3.0,1.0,6.0,19.0,0.0,5.0,1.0,1.0,0.9,0.8788,0.47,0.194,60.0,303.0,363.0,363.0
39,2056.0,2.0,0.0,3.0,12.0,0.0,4.0,1.0,3.0,0.28,0.2727,0.93,0.194,17.0,73.0,90.0,90.0
40,10889.0,2.0,1.0,4.0,20.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.24,0.1343,54.0,325.0,379.0,379.0
41,6517.0,4.0,0.0,10.0,2.0,0.0,2.0,1.0,2.0,0.4,0.4091,0.87,0.0,1.0,2.0,3.0,3.0
42,117.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,4.0,4.0,4.0
43,11019.0,2.0,1.0,4.0,6.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.26,0.2239,3.0,108.0,111.0,111.0
44,2443.0,2.0,0.0,4.0,16.0,0.0,6.0,0.0,3.0,0.5,0.4848,0.88,0.4627,6.0,27.0,33.0,33.0
45,14073.0,3.0,1.0,8.0,13.0,0.0,2.0,1.0,1.0,0.8,0.7273,0.46,0.0896,83.0,203.0,286.0,286.0
46,7365.0,4.0,0.0,11.0,11.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.1343,21.0,126.0,147.0,147.0
47,3081.0,2.0,0.0,5.0,6.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1343,6.0,76.0,82.0,82.0
48,4219.0,3.0,0.0,6.0,16.0,0.0,3.0,1.0,1.0,0.82,0.7121,0.3,0.4179,60.0,268.0,328.0,328.0
49,13746.0,3.0,1.0,7.0,22.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.74,0.2537,33.0,224.0,257.0,257.0
50,11323.0,2.0,1.0,4.0,23.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.82,0.2836,18.0,73.0,91.0,91.0
51,9654.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.1,0.0455,0.46,0.7164,0.0,1.0,1.0,1.0
52,13565.0,3.0,1.0,7.0,9.0,0.0,2.0,1.0,1.0,0.84,0.803,0.53,0.0,40.0,299.0,339.0,339.0
53,5642.0,3.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,0.74,0.6667,0.51,0.3881,88.0,218.0,306.0,306.0
54,14172.0,3.0,1.0,8.0,16.0,0.0,6.0,0.0,1.0,0.76,0.6667,0.37,0.2537,287.0,354.0,641.0,641.0
55,5730.0,3.0,0.0,9.0,4.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.83,0.0896,0.0,7.0,7.0,7.0
56,9519.0,1.0,1.0,2.0,13.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.4,0.2239,17.0,124.0,141.0,141.0
57,381.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0,33.0
58,8671.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.36,0.3333,0.43,0.4179,1.0,11.0,12.0,12.0
59,6853.0,4.0,0.0,10.0,2.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.94,0.0896,1.0,4.0,5.0,5.0
60,6593.0,4.0,0.0,10.0,6.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.88,0.0,3.0,84.0,87.0,87.0
61,9012.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,0.1,0.1212,0.58,0.1642,3.0,75.0,78.0,78.0
62,13250.0,3.0,1.0,7.0,6.0,0.0,3.0,1.0,1.0,0.64,0.5758,0.89,0.1343,17.0,168.0,185.0,185.0
63,15251.0,4.0,1.0,10.0,15.0,0.0,2.0,1.0,3.0,0.62,0.5758,0.83,0.1343,14.0,195.0,209.0,209.0
64,9091.0,1.0,1.0,1.0,16.0,0.0,4.0,1.0,1.0,0.26,0.2273,0.41,0.3284,8.0,185.0,193.0,193.0
65,11963.0,2.0,1.0,5.0,15.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.194,131.0,260.0,391.0,391.0
66,14025.0,3.0,1.0,8.0,13.0,0.0,0.0,0.0,1.0,0.78,0.697,0.4,0.0,178.0,365.0,543.0,543.0
67,17076.0,4.0,1.0,12.0,6.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.75,0.0896,3.0,109.0,112.0,112.0
68,17072.0,4.0,1.0,12.0,2.0,0.0,3.0,1.0,1.0,0.28,0.303,0.65,0.0896,1.0,2.0,3.0,3.0
69,17055.0,4.0,1.0,12.0,9.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.87,0.0896,19.0,307.0,326.0,326.0
70,6805.0,4.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.54,0.1343,13.0,52.0,65.0,65.0
71,12796.0,3.0,1.0,6.0,8.0,0.0,5.0,1.0,1.0,0.76,0.697,0.55,0.1343,49.0,564.0,613.0,613.0
72,17.0,1.0,0.0,1.0,16.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.82,0.2985,41.0,52.0,93.0,93.0
73,7921.0,4.0,0.0,12.0,16.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.4,0.194,9.0,192.0,201.0,201.0
74,1226.0,1.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,0.2,0.2121,0.64,0.1343,0.0,2.0,2.0,2.0
75,16490.0,4.0,1.0,11.0,19.0,0.0,6.0,0.0,1.0,0.26,0.2424,0.41,0.2537,9.0,74.0,83.0,83.0
76,16964.0,4.0,1.0,12.0,14.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.43,0.194,48.0,251.0,299.0,299.0
77,11109.0,2.0,1.0,4.0,1.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.194,2.0,28.0,30.0,30.0
78,986.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.28,0.3284,30.0,95.0,125.0,125.0
79,3544.0,2.0,0.0,6.0,13.0,0.0,3.0,1.0,1.0,0.9,0.8182,0.37,0.194,29.0,125.0,154.0,154.0
80,3518.0,2.0,0.0,5.0,11.0,0.0,2.0,1.0,1.0,0.86,0.803,0.47,0.0,28.0,78.0,106.0,106.0
81,2707.0,2.0,0.0,4.0,16.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.7,0.3881,29.0,189.0,218.0,218.0
82,15096.0,4.0,1.0,9.0,4.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.73,0.2537,2.0,12.0,14.0,14.0
83,14093.0,3.0,1.0,8.0,9.0,0.0,3.0,1.0,2.0,0.72,0.6818,0.62,0.194,57.0,310.0,367.0,367.0
84,1728.0,1.0,0.0,3.0,15.0,0.0,4.0,1.0,1.0,0.52,0.5,0.42,0.2537,30.0,95.0,125.0,125.0
85,1998.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.24,0.2121,0.32,0.2985,0.0,3.0,3.0,3.0
86,243.0,1.0,0.0,1.0,11.0,0.0,2.0,1.0,2.0,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0,35.0
87,11543.0,2.0,1.0,5.0,3.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.77,0.0,1.0,2.0,3.0,3.0
88,13970.0,3.0,1.0,8.0,6.0,0.0,5.0,1.0,3.0,0.64,0.5758,0.89,0.2985,3.0,41.0,44.0,44.0
89,3055.0,2.0,0.0,5.0,4.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.94,0.0,1.0,5.0,6.0,6.0
90,15714.0,4.0,1.0,10.0,22.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.54,0.0,18.0,95.0,113.0,113.0
91,13684.0,3.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.65,0.2239,37.0,90.0,127.0,127.0
92,12584.0,2.0,1.0,6.0,12.0,0.0,3.0,1.0,2.0,0.68,0.6364,0.44,0.4179,93.0,241.0,334.0,334.0
93,997.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,2.0,2.0,2.0
94,10518.0,1.0,1.0,3.0,8.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1045,16.0,563.0,579.0,579.0
95,15626.0,4.0,1.0,10.0,6.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.88,0.2985,3.0,150.0,153.0,153.0
96,7445.0,4.0,0.0,11.0,19.0,1.0,5.0,0.0,1.0,0.32,0.3182,0.39,0.1642,17.0,182.0,199.0,199.0
97,16963.0,4.0,1.0,12.0,13.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.5,0.2239,39.0,274.0,313.0,313.0
98,8228.0,4.0,0.0,12.0,11.0,0.0,3.0,1.0,2.0,0.34,0.3636,0.55,0.0,12.0,103.0,115.0,115.0
99,16419.0,4.0,1.0,11.0,20.0,0.0,3.0,1.0,1.0,0.34,0.3485,0.61,0.1045,11.0,125.0,136.0,136.0
100,2706.0,2.0,0.0,4.0,15.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.4925,18.0,120.0,138.0,138.0
101,10498.0,1.0,1.0,3.0,12.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.88,0.1343,222.0,281.0,503.0,503.0
102,10681.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.82,0.194,0.0,1.0,1.0,1.0
103,6816.0,4.0,0.0,10.0,13.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.35,0.2985,169.0,269.0,438.0,438.0
104,10145.0,1.0,1.0,3.0,18.0,0.0,6.0,0.0,1.0,0.5,0.4848,0.25,0.2537,53.0,250.0,303.0,303.0
105,13376.0,3.0,1.0,7.0,12.0,0.0,1.0,1.0,1.0,0.84,0.7879,0.49,0.1343,79.0,158.0,237.0,237.0
106,4988.0,3.0,0.0,7.0,17.0,0.0,0.0,0.0,1.0,0.92,0.7727,0.16,0.1642,114.0,206.0,320.0,320.0
107,14526.0,3.0,1.0,9.0,10.0,0.0,0.0,0.0,2.0,0.72,0.697,0.79,0.0,158.0,230.0,388.0,388.0
108,16621.0,4.0,1.0,11.0,7.0,0.0,5.0,1.0,1.0,0.22,0.2727,0.8,0.0,6.0,346.0,352.0,352.0
109,8685.0,1.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.26,0.2273,0.35,0.4179,10.0,144.0,154.0,154.0
110,14983.0,3.0,1.0,9.0,11.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.57,0.2239,79.0,242.0,321.0,321.0
111,13933.0,3.0,1.0,8.0,17.0,0.0,3.0,1.0,2.0,0.8,0.7576,0.55,0.2836,107.0,751.0,858.0,858.0
112,10157.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.3,0.2727,0.52,0.2985,0.0,5.0,5.0,5.0
113,11981.0,2.0,1.0,5.0,9.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.43,0.1642,79.0,213.0,292.0,292.0
114,8437.0,1.0,0.0,12.0,4.0,0.0,5.0,1.0,3.0,0.38,0.3939,0.94,0.2836,0.0,2.0,2.0,2.0
115,4627.0,3.0,0.0,7.0,16.0,0.0,6.0,0.0,1.0,0.76,0.6818,0.45,0.2836,183.0,242.0,425.0,425.0
116,8248.0,4.0,0.0,12.0,7.0,0.0,4.0,1.0,1.0,0.32,0.3182,0.7,0.194,6.0,252.0,258.0,258.0
117,12926.0,3.0,1.0,6.0,18.0,0.0,3.0,1.0,1.0,0.8,0.697,0.27,0.3284,85.0,719.0,804.0,804.0
118,11553.0,2.0,1.0,5.0,13.0,0.0,2.0,1.0,2.0,0.72,0.6667,0.51,0.2239,41.0,208.0,249.0,249.0
119,2408.0,2.0,0.0,4.0,5.0,1.0,5.0,0.0,1.0,0.36,0.3636,0.81,0.1045,2.0,11.0,13.0,13.0
120,5250.0,3.0,0.0,8.0,15.0,0.0,4.0,1.0,1.0,0.8,0.697,0.29,0.2985,52.0,126.0,178.0,178.0
121,5200.0,3.0,0.0,8.0,13.0,0.0,2.0,1.0,1.0,0.84,0.7879,0.49,0.1642,48.0,127.0,175.0,175.0
122,357.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0,18.0
123,855.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.28,0.3182,0.87,0.0,0.0,4.0,4.0,4.0
124,12516.0,2.0,1.0,6.0,16.0,0.0,0.0,0.0,1.0,0.84,0.7424,0.36,0.2836,173.0,335.0,508.0,508.0
125,4208.0,3.0,0.0,6.0,5.0,0.0,3.0,1.0,1.0,0.64,0.5758,0.83,0.194,3.0,19.0,22.0,22.0
126,3794.0,2.0,0.0,6.0,23.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.74,0.1045,24.0,107.0,131.0,131.0
127,16995.0,4.0,1.0,12.0,21.0,0.0,6.0,0.0,1.0,0.36,0.3485,0.62,0.1343,15.0,169.0,184.0,184.0
128,15409.0,4.0,1.0,10.0,5.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.82,0.194,0.0,19.0,19.0,19.0
129,3530.0,2.0,0.0,5.0,23.0,0.0,2.0,1.0,1.0,0.72,0.697,0.79,0.0896,15.0,46.0,61.0,61.0
130,566.0,1.0,0.0,1.0,18.0,0.0,2.0,1.0,2.0,0.3,0.3182,0.49,0.0896,7.0,218.0,225.0,225.0
131,11053.0,2.0,1.0,4.0,16.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.21,0.2537,66.0,296.0,362.0,362.0
132,5028.0,3.0,0.0,8.0,9.0,0.0,2.0,1.0,1.0,0.78,0.697,0.46,0.2985,31.0,182.0,213.0,213.0
133,8616.0,1.0,0.0,12.0,18.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.62,0.1343,19.0,163.0,182.0,182.0
134,16697.0,4.0,1.0,12.0,11.0,0.0,1.0,1.0,1.0,0.48,0.4697,0.77,0.1343,51.0,182.0,233.0,233.0
135,12896.0,3.0,1.0,6.0,12.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.34,0.4478,80.0,228.0,308.0,308.0
136,4121.0,3.0,0.0,6.0,14.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.45,0.2985,151.0,232.0,383.0,383.0
137,11811.0,2.0,1.0,5.0,7.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.71,0.1343,10.0,57.0,67.0,67.0
138,17316.0,1.0,1.0,12.0,8.0,0.0,6.0,0.0,2.0,0.26,0.2424,0.81,0.0,9.0,35.0,44.0,44.0
139,13966.0,3.0,1.0,8.0,2.0,0.0,5.0,1.0,1.0,0.7,0.6667,0.74,0.1642,6.0,14.0,20.0,20.0
140,3201.0,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,0.52,0.5,1.0,0.1343,2.0,99.0,101.0,101.0
141,6145.0,3.0,0.0,9.0,14.0,0.0,0.0,0.0,2.0,0.58,0.5455,0.56,0.1343,127.0,184.0,311.0,311.0
142,14079.0,3.0,1.0,8.0,19.0,0.0,2.0,1.0,1.0,0.76,0.7273,0.66,0.194,94.0,533.0,627.0,627.0
143,3750.0,2.0,0.0,6.0,3.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.69,0.1642,3.0,3.0,6.0,6.0
144,12066.0,2.0,1.0,5.0,22.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.73,0.0896,17.0,157.0,174.0,174.0
145,13019.0,3.0,1.0,7.0,15.0,0.0,0.0,0.0,1.0,0.9,0.8182,0.37,0.2836,101.0,244.0,345.0,345.0
146,12541.0,2.0,1.0,6.0,17.0,0.0,1.0,1.0,2.0,0.8,0.7121,0.41,0.3582,85.0,715.0,800.0,800.0
147,2898.0,2.0,0.0,5.0,15.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.26,0.4925,27.0,120.0,147.0,147.0
148,6356.0,4.0,0.0,9.0,9.0,0.0,2.0,1.0,3.0,0.64,0.5758,0.89,0.194,20.0,173.0,193.0,193.0
149,11699.0,2.0,1.0,5.0,15.0,0.0,1.0,1.0,2.0,0.62,0.6212,0.53,0.2985,76.0,186.0,262.0,262.0
150,119.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,0.16,0.197,0.64,0.0896,0.0,1.0,1.0,1.0
151,3505.0,2.0,0.0,5.0,22.0,1.0,1.0,0.0,1.0,0.72,0.697,0.74,0.1642,26.0,80.0,106.0,106.0
152,8572.0,1.0,0.0,12.0,22.0,0.0,3.0,1.0,1.0,0.22,0.2424,0.44,0.1045,2.0,31.0,33.0,33.0
153,15523.0,4.0,1.0,10.0,23.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.58,0.2985,27.0,98.0,125.0,125.0
154,6845.0,4.0,0.0,10.0,18.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.0,49.0,469.0,518.0,518.0
155,12036.0,2.0,1.0,5.0,16.0,0.0,1.0,1.0,2.0,0.64,0.6061,0.73,0.2537,46.0,269.0,315.0,315.0
156,13397.0,3.0,1.0,7.0,9.0,0.0,2.0,1.0,2.0,0.82,0.7727,0.49,0.2239,32.0,288.0,320.0,320.0
157,16417.0,4.0,1.0,11.0,18.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.38,0.1045,24.0,287.0,311.0,311.0
158,14470.0,3.0,1.0,8.0,2.0,0.0,5.0,1.0,1.0,0.66,0.5909,0.89,0.1343,9.0,11.0,20.0,20.0
159,9208.0,1.0,1.0,1.0,13.0,0.0,2.0,1.0,1.0,0.34,0.3333,0.87,0.1642,33.0,170.0,203.0,203.0
160,7845.0,4.0,0.0,11.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.1045,13.0,165.0,178.0,178.0
161,5966.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,0.62,0.5909,0.78,0.194,16.0,60.0,76.0,76.0
162,10779.0,2.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,0.32,0.3333,0.61,0.0896,0.0,26.0,26.0,26.0
163,3864.0,2.0,0.0,6.0,21.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.56,0.2985,37.0,206.0,243.0,243.0
164,16255.0,4.0,1.0,11.0,0.0,0.0,4.0,1.0,2.0,0.26,0.303,0.65,0.0,1.0,33.0,34.0,34.0
165,229.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0,95.0
166,6914.0,4.0,0.0,10.0,16.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.51,0.4478,31.0,203.0,234.0,234.0
167,2825.0,2.0,0.0,5.0,14.0,0.0,1.0,1.0,1.0,0.64,0.6061,0.69,0.2239,48.0,133.0,181.0,181.0
168,11261.0,2.0,1.0,4.0,9.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.72,0.0,31.0,270.0,301.0,301.0
169,2045.0,2.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,0.24,0.2273,0.93,0.194,1.0,4.0,5.0,5.0
170,10242.0,1.0,1.0,3.0,19.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.42,0.3582,16.0,345.0,361.0,361.0
171,10574.0,2.0,1.0,3.0,16.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.73,0.0,91.0,287.0,378.0,378.0
172,12772.0,3.0,1.0,6.0,8.0,0.0,4.0,1.0,1.0,0.74,0.697,0.7,0.0,27.0,563.0,590.0,590.0
173,15823.0,4.0,1.0,10.0,11.0,0.0,5.0,1.0,2.0,0.56,0.5303,0.78,0.1642,68.0,222.0,290.0,290.0
174,6167.0,3.0,0.0,9.0,12.0,0.0,1.0,1.0,2.0,0.58,0.5455,0.6,0.0896,51.0,138.0,189.0,189.0
175,3020.0,2.0,0.0,5.0,17.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.33,0.0,79.0,532.0,611.0,611.0
176,15149.0,4.0,1.0,9.0,9.0,0.0,5.0,1.0,2.0,0.62,0.5758,0.83,0.1045,27.0,399.0,426.0,426.0
177,13748.0,3.0,1.0,8.0,0.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.79,0.1642,3.0,44.0,47.0,47.0
178,12949.0,3.0,1.0,6.0,17.0,0.0,4.0,1.0,1.0,0.88,0.7424,0.22,0.194,71.0,634.0,705.0,705.0
179,1641.0,1.0,0.0,3.0,21.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.56,0.2537,9.0,49.0,58.0,58.0
180,7873.0,4.0,0.0,11.0,16.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.87,0.2239,5.0,146.0,151.0,151.0
181,16749.0,4.0,1.0,12.0,15.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.33,0.2836,20.0,265.0,285.0,285.0
182,5293.0,3.0,0.0,8.0,10.0,0.0,6.0,0.0,2.0,0.72,0.697,0.74,0.2239,97.0,163.0,260.0,260.0
183,4441.0,3.0,0.0,7.0,22.0,0.0,5.0,1.0,2.0,0.66,0.6061,0.78,0.194,33.0,136.0,169.0,169.0
184,7236.0,4.0,0.0,11.0,2.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.76,0.1343,2.0,5.0,7.0,7.0
185,3371.0,2.0,0.0,5.0,8.0,0.0,3.0,1.0,1.0,0.64,0.6061,0.69,0.2239,36.0,495.0,531.0,531.0
186,12287.0,2.0,1.0,6.0,3.0,0.0,5.0,1.0,2.0,0.62,0.5909,0.73,0.0896,0.0,4.0,4.0,4.0
187,657.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.3,0.3333,0.56,0.0,19.0,104.0,123.0,123.0
188,14866.0,3.0,1.0,9.0,14.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.39,0.1343,225.0,410.0,635.0,635.0
189,8418.0,1.0,0.0,12.0,9.0,0.0,4.0,1.0,2.0,0.38,0.3939,0.87,0.0896,10.0,218.0,228.0,228.0
190,3304.0,2.0,0.0,5.0,13.0,0.0,0.0,0.0,2.0,0.66,0.6212,0.54,0.2239,180.0,275.0,455.0,455.0
